1444401023 0 0 0 0 7
1445009881 14 0 0 0 7
1445421744 15 0 0 0 7
1445504048 19 0 0 0 7
1445547057 21 0 0 0 7
1445848055 31 0 0 0 7
1446732717 51 0 0 0 7
1446824776 51 0 7 0 7
1447625666 82 0 7 0 7
1448019342 112 0 7 0 7
1448216588 112 1 7 0 7
1448549372 262 1 7 0 7
1448553043 262 77 7 0 7
1448555735 283 77 7 0 7
1448555984 288 77 7 0 7
1448557693 318 77 7 0 7
1449153575 366 77 7 0 7
1449153968 366 102 7 0 7
1449154315 366 102 7 0 7
1449158452 422 102 7 0 7
1449242110 434 102 7 0 7
1449243448 434 102 17 0 7
1449759246 514 102 17 0 7
1452858412 603 102 17 0 7
1452867505 603 102 25 0 7
1453128906 639 102 25 0 7
1453150546 639 102 25 0 7
1453373365 639 191 25 0 7
1453373901 639 191 25 0 7
1453391124 719 191 25 0 7
1453393989 735 191 25 0 7
1453417887 735 350 25 0 7
1453418089 735 350 25 0 7
1453461790 735 350 25 0 7
1453462193 735 390 25 0 7
1453473521 735 390 32 0 7
1454000237 735 464 32 0 7
1454000323 735 464 32 0 7
1454003133 735 479 32 0 7
1454078232 735 549 32 0 7
1454169126 735 550 32 0 7
1454363974 735 561 32 0 7
1454525628 735 690 32 0 7
1454592807 735 704 32 0 7
1454593893 1494 704 32 0 7
1454596557 1494 760 32 0 7
1454596935 1494 760 32 0 7
1454597223 1494 779 32 0 7
1454597529 1494 807 32 0 7
1454612685 1494 1078 32 0 7
1455195229 1494 1127 32 0 7
1455294540 1494 1365 32 0 7
1456404968 1494 1415 32 0 7
1456411696 1494 1447 32 0 7
1456495182 1494 1447 32 8 7
1458306606 1494 1447 32 18 7
1458310842 1494 1771 32 18 7
1458832493 1691 1771 32 18 7
1458833728 1691 1771 32 18 7
1459333605 1730 1771 32 18 7
1459462136 1789 1771 32 18 7
1459507040 1853 1771 32 18 7
1459513483 1853 1771 38 18 7
1459516762 1878 1771 38 18 7
1459516775 1878 1771 38 18 7
1459517216 1878 1771 38 18 7
1459946365 1879 1771 38 18 7
1459946380 1879 1771 38 18 7
1459954473 1890 1771 38 18 7
1460044312 2284 1771 38 18 7
1460122716 2284 1771 43 18 7
1460122725 2284 1771 43 18 7
1460122832 2372 1771 43 18 7
1460122843 2372 1771 43 18 7
1460580191 2376 1771 43 18 7
1460839491 2388 1771 43 18 7
1461271770 2469 1771 43 18 7
1461531059 2544 1771 43 18 7
1461617595 2546 1771 43 18 7
1461792066 2572 1771 43 18 7
1461879974 2607 1771 43 18 7
1461972820 2641 1771 43 18 7
1462451892 2658 1771 43 18 7
1462539072 2662 1771 43 18 7
1462655944 2739 1771 43 18 7
1462835714 2753 1771 43 18 7
1462922755 2773 1771 43 18 7
1463096640 2877 1771 43 18 7
1463270644 2882 1771 43 18 7
1463360637 2925 1771 43 18 7
1463449190 2940 1771 43 18 7
1463536004 2957 1771 43 18 7
1463624055 2994 1771 43 18 7
1463744567 3005 1771 43 18 7
1463750258 3005 1771 47 18 7
1464048305 3005 1771 47 18 7
1464048343 3087 1771 47 18 7
1464049053 3107 1771 47 18 7
1464105085 3125 1771 47 18 7
